n,q,width,depth,tc,td,h,cnot
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1175,553,177,188,1085
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1227,581,185,198,1141
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1175,553,177,188,1085
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1148,532,168,182,1064
11,10,22,1175,553,177,188,1085
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1148,532,168,182,1064
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
11,10,22,1200,560,176,192,1120
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1396,644,204,220,1288
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,22,1068,492,156,168,984
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1396,644,204,220,1288
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1396,644,204,220,1288
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1476,684,216,234,1368
12,11,24,1344,616,196,210,1232
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1344,616,196,210,1232
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
12,11,24,1424,656,208,224,1312
